旅客记录号,乘客数,到达航班,到达日期,出发航班,出发日期
T0485,2,NV698,2018/1/19,NV6144,2018/1/19
T0486,2,NV698,2018/1/19,NV6148,2018/1/19
T0487,2,NV698,2018/1/19,NV6148,2018/1/19
T0488,2,NV698,2018/1/19,NV640,2018/1/19
T0489,1,NV698,2018/1/19,NV640,2018/1/19
T0490,1,NV698,2018/1/19,NV662,2018/1/19
T0491,1,NV698,2018/1/19,NV398,2018/1/19
T0492,1,NV6773,2018/1/19,NV3120,2018/1/19
T0493,2,NV6773,2018/1/19,NV618,2018/1/19
T0494,2,NV6773,2018/1/19,NV618,2018/1/19
T0495,2,NV6773,2018/1/19,NV618,2018/1/19
T0496,2,NV6773,2018/1/19,NV618,2018/1/19
T0497,2,NV6773,2018/1/19,NV618,2018/1/19
T0498,1,NV6773,2018/1/19,NV618,2018/1/19
T0499,2,NV6773,2018/1/19,NV828,2018/1/19
T0500,1,NV6773,2018/1/19,NV828,2018/1/19
T0501,2,NV6773,2018/1/19,NV318,2018/1/19
T0502,2,NV6773,2018/1/19,NV346,2018/1/19
T0503,2,NV6773,2018/1/19,NV346,2018/1/19
T0504,2,NV6773,2018/1/19,NV346,2018/1/19
T0505,2,NV6773,2018/1/19,NV346,2018/1/19
T0506,1,NV6773,2018/1/19,NV346,2018/1/19
T0507,1,NV6773,2018/1/19,NV6118,2018/1/19
T0508,2,NV6773,2018/1/19,NV670,2018/1/19
T0509,1,NV6773,2018/1/19,NV670,2018/1/19
T0510,1,NV6773,2018/1/19,NV6713,2018/1/19
T0511,2,NV6773,2018/1/19,NV3118,2018/1/19
T0512,2,NV6773,2018/1/19,NV398,2018/1/19
T0513,2,NV6773,2018/1/19,NV398,2018/1/19
T0514,1,NV6773,2018/1/19,NV694,2018/1/19
T0515,2,NV6773,2018/1/19,NV342,2018/1/19
T0516,2,NV6773,2018/1/19,NV342,2018/1/19
T0517,2,NV6773,2018/1/19,NV342,2018/1/19
T0518,2,NV6773,2018/1/19,NV342,2018/1/19
T0519,2,NV6773,2018/1/19,NV342,2018/1/19
T0520,2,NV6773,2018/1/19,NV342,2018/1/19
T0521,1,NV3513,2018/1/19,NV6390,2018/1/19
T0522,2,NV3513,2018/1/19,NV318,2018/1/19
T0523,2,NV3513,2018/1/19,NV6118,2018/1/19
T0524,2,NV3513,2018/1/19,NV690,2018/1/19
T0525,2,NV3513,2018/1/19,NV690,2018/1/19
T0526,2,NV602,2018/1/19,NV6752,2018/1/19
T0527,2,NV602,2018/1/19,NV6752,2018/1/19
T0528,2,NV602,2018/1/19,NV6752,2018/1/19
T0529,2,NV602,2018/1/19,NV6752,2018/1/19
T0530,1,NV602,2018/1/19,NV6752,2018/1/19
T0531,2,NV602,2018/1/19,NV6656,2018/1/19
T0532,2,NV602,2018/1/19,NV6656,2018/1/19
T0533,2,NV602,2018/1/19,NV632,2018/1/19
T0534,2,NV602,2018/1/19,NV632,2018/1/19
T0535,2,NV602,2018/1/19,NV6144,2018/1/19
T0536,2,NV602,2018/1/19,NV6144,2018/1/19
T0537,2,NV602,2018/1/19,NV6144,2018/1/19
T0538,1,NV602,2018/1/19,NV6144,2018/1/19
T0539,1,NV602,2018/1/19,NV858,2018/1/19
T0540,1,NV602,2018/1/19,NV640,2018/1/19
T0541,2,NV6655,2018/1/19,NV618,2018/1/19
T0542,1,NV6655,2018/1/19,NV618,2018/1/19
T0543,1,NV6655,2018/1/19,NV632,2018/1/19
T0544,2,NV6655,2018/1/19,NV318,2018/1/19
T0545,2,NV6655,2018/1/19,NV614,2018/1/19
T0546,1,NV6655,2018/1/19,NV6148,2018/1/19
T0547,1,NV6655,2018/1/19,NV670,2018/1/19
T0548,2,NV6655,2018/1/19,NV6713,2018/1/19
T0549,2,NV6655,2018/1/19,NV6713,2018/1/19
T0550,1,NV6655,2018/1/19,NV6713,2018/1/19
T0551,2,NV6655,2018/1/19,NV640,2018/1/19
T0552,2,NV6655,2018/1/19,NV342,2018/1/19
T0553,1,NV6533,2018/1/19,NV602,2018/1/19
T0554,2,NV6533,2018/1/19,NV820,2018/1/19
T0555,2,NV6533,2018/1/19,NV828,2018/1/19
T0556,2,NV6533,2018/1/19,NV828,2018/1/19
T0557,1,NV6533,2018/1/19,NV828,2018/1/19
T0558,1,NV6533,2018/1/19,NV632,2018/1/19
T0559,1,NV6533,2018/1/19,NV858,2018/1/19
T0560,2,NV6533,2018/1/19,NV6148,2018/1/19
T0561,2,NV6163,2018/1/19,NV698,2018/1/19
T0562,2,NV6163,2018/1/19,NV698,2018/1/19
T0563,1,NV6163,2018/1/19,NV828,2018/1/19
T0564,2,NV6163,2018/1/19,NV318,2018/1/19
T0565,1,NV6163,2018/1/19,NV305,2018/1/19
T0566,1,NV6163,2018/1/19,NV662,2018/1/19
T0567,1,NV6163,2018/1/19,NV694,2018/1/19
T0568,2,NV6163,2018/1/19,NV342,2018/1/19
T0569,2,NV6163,2018/1/19,NV342,2018/1/19
T0570,2,NV6163,2018/1/19,NV342,2018/1/19
T0571,2,NV6163,2018/1/19,NV342,2018/1/19
T0572,2,NV6163,2018/1/19,NV342,2018/1/19
T0573,2,NV6163,2018/1/19,NV342,2018/1/19
T0574,2,NV6163,2018/1/19,NV342,2018/1/19
T0575,2,NV6163,2018/1/19,NV674,2018/1/19
T0576,1,NV6163,2018/1/19,NV674,2018/1/19
T0577,1,NV6163,2018/1/19,NV676,2018/1/19
T0578,2,NV6625,2018/1/19,NV690,2018/1/19
T0579,1,GN0413,2018/1/19,NV698,2018/1/19
T0580,1,GN0413,2018/1/19,NV690,2018/1/19
T0581,1,NV6479,2018/1/19,NV602,2018/1/19
T0582,1,NV6479,2018/1/19,NV698,2018/1/19
T0583,1,NV6479,2018/1/19,NV828,2018/1/19
T0584,1,NV6479,2018/1/19,NV318,2018/1/19
T0585,2,NV6479,2018/1/19,NV858,2018/1/19
T0586,1,NV6479,2018/1/19,NV6148,2018/1/19
T0587,1,NV6479,2018/1/19,NV670,2018/1/19
T0588,2,NV6479,2018/1/19,NV640,2018/1/19
T0589,2,NV6479,2018/1/19,NV640,2018/1/19
T0590,2,NV6479,2018/1/19,NV640,2018/1/19
T0591,1,NV6479,2018/1/19,NV690,2018/1/19
T0592,1,NV837,2018/1/19,NV828,2018/1/19
T0593,2,NV837,2018/1/19,NV670,2018/1/19
T0594,2,NV837,2018/1/19,NV670,2018/1/19
T0595,1,NV837,2018/1/19,NV898,2018/1/19
T0596,2,NV837,2018/1/19,NV640,2018/1/19
T0597,2,NV837,2018/1/19,NV640,2018/1/19
T0598,1,NV6294,2018/1/19,NV698,2018/1/19
T0599,2,NV6294,2018/1/19,NV828,2018/1/19
T0600,2,NV6294,2018/1/19,NV828,2018/1/19
T0601,1,NV6294,2018/1/19,NV828,2018/1/19
T0602,2,NV6294,2018/1/19,NV346,2018/1/19
T0603,2,NV6294,2018/1/19,NV346,2018/1/19
T0604,1,NV6294,2018/1/19,NV346,2018/1/19
T0605,2,NV6294,2018/1/19,NV6118,2018/1/19
T0606,2,NV6294,2018/1/19,NV6148,2018/1/19
T0607,2,NV6294,2018/1/19,NV6148,2018/1/19
T0608,1,NV6294,2018/1/19,NV6148,2018/1/19
T0609,2,NV6294,2018/1/19,NV670,2018/1/19
T0610,1,NV6294,2018/1/19,NV670,2018/1/19
T0611,1,NV6294,2018/1/19,NV898,2018/1/19
T0612,2,NV6294,2018/1/19,NV640,2018/1/19
T0613,1,NV6294,2018/1/19,NV662,2018/1/19
T0614,2,NV6294,2018/1/19,NV398,2018/1/19
T0615,2,NV6294,2018/1/19,NV398,2018/1/19
T0616,2,NV6294,2018/1/19,NV398,2018/1/19
T0617,2,NV6294,2018/1/19,NV398,2018/1/19
T0618,2,NV6294,2018/1/19,NV398,2018/1/19
T0619,2,NV6294,2018/1/19,NV398,2018/1/19
T0620,2,NV6294,2018/1/19,NV398,2018/1/19
T0621,2,NV6294,2018/1/19,NV398,2018/1/19
T0622,2,NV6294,2018/1/19,NV398,2018/1/19
T0623,2,NV6294,2018/1/19,NV398,2018/1/19
T0624,2,NV6294,2018/1/19,NV398,2018/1/19
T0625,2,NV6294,2018/1/19,NV398,2018/1/19
T0626,1,NV6294,2018/1/19,NV398,2018/1/19
T0627,2,NV6294,2018/1/19,NV610,2018/1/19
T0628,2,NV6294,2018/1/19,NV694,2018/1/19
T0629,2,NV6294,2018/1/19,NV694,2018/1/19
T0630,2,NV6294,2018/1/19,NV694,2018/1/19
T0631,2,NV6294,2018/1/19,NV694,2018/1/19
T0632,2,NV6294,2018/1/19,NV694,2018/1/19
T0633,2,NV6294,2018/1/19,NV694,2018/1/19
T0634,2,NV6294,2018/1/19,NV694,2018/1/19
T0635,1,NV6294,2018/1/19,NV694,2018/1/19
T0636,2,NV6294,2018/1/19,NV342,2018/1/19
T0637,2,NV6294,2018/1/19,NV342,2018/1/19
T0638,2,NV6294,2018/1/19,NV342,2018/1/19
T0639,2,NV6294,2018/1/19,NV342,2018/1/19
T0640,2,NV6294,2018/1/19,NV342,2018/1/19
T0641,2,NV6294,2018/1/19,NV342,2018/1/19
T0642,2,NV6294,2018/1/19,NV342,2018/1/19
T0643,2,NV6294,2018/1/19,NV690,2018/1/19
T0644,2,NV6294,2018/1/19,NV690,2018/1/19
T0645,1,NV898,2018/1/19,NV828,2018/1/19
T0646,2,NV898,2018/1/19,NV858,2018/1/19
T0647,1,NV898,2018/1/19,NV858,2018/1/19
T0648,2,NV898,2018/1/19,NV670,2018/1/19
T0649,2,NV898,2018/1/19,NV670,2018/1/19
T0650,1,NV898,2018/1/19,NV690,2018/1/19
T0651,2,NV6513,2018/1/19,NV828,2018/1/19
T0652,1,NV6513,2018/1/19,NV632,2018/1/19
T0653,1,NV6513,2018/1/19,NV318,2018/1/19
T0654,1,NV6513,2018/1/19,NV346,2018/1/19
T0655,2,NV6513,2018/1/19,NV6148,2018/1/19
T0656,2,NV6513,2018/1/19,NV6148,2018/1/19
T0657,1,NV6513,2018/1/19,NV670,2018/1/19
T0658,2,NV6513,2018/1/19,NV342,2018/1/19
T0659,1,NV6513,2018/1/19,NV342,2018/1/19
T0660,2,NV6443,2018/1/19,NV828,2018/1/19
T0661,1,NV6443,2018/1/19,NV6144,2018/1/19
T0662,1,NV6443,2018/1/19,NV640,2018/1/19
T0663,1,NV3120,2018/1/19,NV6144,2018/1/19
T0664,2,NV3120,2018/1/19,NV858,2018/1/19
T0665,1,NV3120,2018/1/19,NV858,2018/1/19
T0666,1,NV3120,2018/1/19,NV670,2018/1/19
T0667,2,NV3120,2018/1/19,NV640,2018/1/19
T0668,1,NV3120,2018/1/19,NV640,2018/1/19
T0669,2,NV3120,2018/1/19,NV662,2018/1/19
T0670,2,NV3120,2018/1/19,NV662,2018/1/19
T0671,1,NV3120,2018/1/19,NV662,2018/1/19
T0672,2,NV3120,2018/1/19,NV398,2018/1/19
T0673,2,NV3120,2018/1/19,NV398,2018/1/19
T0674,2,NV3120,2018/1/19,NV398,2018/1/19
T0675,1,NV3120,2018/1/19,NV694,2018/1/19
T0676,1,NV3120,2018/1/19,NV692,2018/1/19
T0677,2,NV3120,2018/1/19,NV690,2018/1/19
T0678,2,NV632,2018/1/19,NV318,2018/1/19
T0679,1,NV632,2018/1/19,NV6144,2018/1/19
T0680,2,NV632,2018/1/19,NV662,2018/1/19
T0681,2,NV632,2018/1/19,NV342,2018/1/19
T0682,1,NV632,2018/1/19,NV342,2018/1/19
T0683,2,NV632,2018/1/19,NV690,2018/1/19
T0684,2,NV323,2018/1/19,NV318,2018/1/19
T0685,2,NV323,2018/1/19,NV318,2018/1/19
T0686,2,NV323,2018/1/19,NV318,2018/1/19
T0687,2,NV323,2018/1/19,NV318,2018/1/19
T0688,2,NV323,2018/1/19,NV318,2018/1/19
T0689,2,NV323,2018/1/19,NV318,2018/1/19
T0690,2,NV323,2018/1/19,NV318,2018/1/19
T0691,2,NV323,2018/1/19,NV318,2018/1/19
T0692,2,NV323,2018/1/19,NV318,2018/1/19
T0693,2,NV323,2018/1/19,NV318,2018/1/19
T0694,2,NV323,2018/1/19,NV318,2018/1/19
T0695,2,NV323,2018/1/19,NV318,2018/1/19
T0696,2,NV323,2018/1/19,NV318,2018/1/19
T0697,2,NV323,2018/1/19,NV318,2018/1/19
T0698,2,NV323,2018/1/19,NV318,2018/1/19
T0699,2,NV323,2018/1/19,NV318,2018/1/19
T0700,2,NV323,2018/1/19,NV318,2018/1/19
T0701,2,NV323,2018/1/19,NV318,2018/1/19
T0702,2,NV323,2018/1/19,NV318,2018/1/19
T0703,2,NV323,2018/1/19,NV318,2018/1/19
T0704,2,NV323,2018/1/19,NV318,2018/1/19
T0705,2,NV323,2018/1/19,NV318,2018/1/19
T0706,2,NV323,2018/1/19,NV318,2018/1/19
T0707,2,NV323,2018/1/19,NV318,2018/1/19
T0708,2,NV323,2018/1/19,NV318,2018/1/19
T0709,2,NV323,2018/1/19,NV318,2018/1/19
T0710,2,NV323,2018/1/19,NV318,2018/1/19
T0711,1,NV323,2018/1/19,NV318,2018/1/19
T0712,2,NV323,2018/1/19,NV670,2018/1/19
T0713,2,NV323,2018/1/19,NV898,2018/1/19
T0714,2,NV323,2018/1/19,NV694,2018/1/19
T0715,2,NV323,2018/1/19,NV694,2018/1/19
T0716,2,NV323,2018/1/19,NV694,2018/1/19
T0717,2,NV323,2018/1/19,NV694,2018/1/19
T0718,2,NV323,2018/1/19,NV694,2018/1/19
T0719,2,NV323,2018/1/19,NV692,2018/1/19
T0720,2,NV323,2018/1/19,NV692,2018/1/19
T0721,2,NV323,2018/1/19,NV692,2018/1/19
T0722,2,NV323,2018/1/19,NV692,2018/1/19
T0723,2,NV323,2018/1/19,NV692,2018/1/19
T0724,2,NV323,2018/1/19,NV692,2018/1/19
T0725,2,NV323,2018/1/19,NV692,2018/1/19
T0726,2,NV323,2018/1/19,NV692,2018/1/19
T0727,2,NV323,2018/1/19,NV692,2018/1/19
T0728,1,NV323,2018/1/19,NV692,2018/1/19
T0729,2,NV323,2018/1/19,NV690,2018/1/19
T0730,2,NV323,2018/1/19,NV690,2018/1/19
T0731,2,NV323,2018/1/19,NV690,2018/1/19
T0732,2,NV323,2018/1/19,NV690,2018/1/19
T0733,2,NV323,2018/1/19,NV690,2018/1/19
T0734,2,NV323,2018/1/19,NV690,2018/1/19
T0735,2,NV323,2018/1/19,NV690,2018/1/19
T0736,1,NV687,2018/1/19,NV6316,2018/1/19
T0737,2,NV687,2018/1/19,NV670,2018/1/19
T0738,1,NV687,2018/1/19,NV670,2018/1/19
T0739,1,NV687,2018/1/19,NV6488,2018/1/19
T0740,2,NV687,2018/1/19,NV342,2018/1/19
T0741,1,NV687,2018/1/19,NV3703,2018/1/19
T0742,1,NV687,2018/1/19,NV690,2018/1/19
T0743,2,NV6731,2018/1/19,NV318,2018/1/19
T0744,1,NV6731,2018/1/19,NV318,2018/1/19
T0745,2,NV6731,2018/1/19,NV614,2018/1/19
T0746,2,NV6731,2018/1/19,NV614,2018/1/19
T0747,2,NV6731,2018/1/19,NV614,2018/1/19
T0748,2,NV6731,2018/1/19,NV614,2018/1/19
T0749,2,NV6731,2018/1/19,NV614,2018/1/19
T0750,1,NV6731,2018/1/19,NV6148,2018/1/19
T0751,1,NV6731,2018/1/19,NV662,2018/1/19
T0752,2,NV6731,2018/1/19,NV676,2018/1/19
T0753,2,NV6731,2018/1/19,NV676,2018/1/19
T0754,1,NV820,2018/1/19,NV318,2018/1/19
T0755,2,NV820,2018/1/19,NV346,2018/1/19
T0756,2,NV820,2018/1/19,NV346,2018/1/19
T0757,1,NV820,2018/1/19,NV614,2018/1/19
T0758,2,NV820,2018/1/19,NV6148,2018/1/19
T0759,2,NV820,2018/1/19,NV640,2018/1/19
T0760,1,NV820,2018/1/19,NV640,2018/1/19
T0761,1,NV820,2018/1/19,NV662,2018/1/19
T0762,2,NV820,2018/1/19,NV676,2018/1/19
T0763,1,NV858,2018/1/19,NV318,2018/1/19
T0764,2,NV858,2018/1/19,NV6144,2018/1/19
T0765,2,NV858,2018/1/19,NV6148,2018/1/19
T0766,2,NV858,2018/1/19,NV6148,2018/1/19
T0767,2,NV858,2018/1/19,NV6148,2018/1/19
T0768,2,NV858,2018/1/19,NV6148,2018/1/19
T0769,2,NV858,2018/1/19,NV6148,2018/1/19
T0770,2,NV858,2018/1/19,NV6148,2018/1/19
T0771,1,NV858,2018/1/19,NV6148,2018/1/19
T0772,1,NV858,2018/1/19,NV670,2018/1/19
T0773,2,NV858,2018/1/19,NV640,2018/1/19
T0774,2,NV858,2018/1/19,NV662,2018/1/19
T0775,2,NV858,2018/1/19,NV662,2018/1/19
T0776,2,NV858,2018/1/19,NV694,2018/1/19
T0777,2,NV858,2018/1/19,NV694,2018/1/19
T0778,2,NV858,2018/1/19,NV694,2018/1/19
T0779,2,NV858,2018/1/19,NV694,2018/1/19
T0780,1,NV858,2018/1/19,NV690,2018/1/19
T0781,1,NV858,2018/1/19,NV6198,2018/1/19
T0782,2,NV6713,2018/1/19,NV318,2018/1/19
T0783,2,NV6713,2018/1/19,NV858,2018/1/19
T0784,2,NV6713,2018/1/19,NV858,2018/1/19
T0785,1,NV6713,2018/1/19,NV3118,2018/1/19
T0786,1,NV6713,2018/1/19,NV640,2018/1/19
T0787,2,NV6713,2018/1/19,NV662,2018/1/19
T0788,1,NV6713,2018/1/19,NV662,2018/1/19
T0789,2,NV6713,2018/1/19,NV398,2018/1/19
T0790,2,NV6713,2018/1/19,NV342,2018/1/19
T0791,2,NV6713,2018/1/19,NV342,2018/1/19
T0792,2,NV6713,2018/1/19,NV342,2018/1/19
T0793,1,NV6713,2018/1/19,NV690,2018/1/19
T0794,2,NV6713,2018/1/19,NV676,2018/1/19
T0795,2,NV6713,2018/1/19,NV676,2018/1/19
T0796,2,NV6713,2018/1/19,NV676,2018/1/19
T0797,2,NV6713,2018/1/19,NV676,2018/1/19
T0798,2,NV6713,2018/1/19,NV676,2018/1/19
T0799,2,NV6713,2018/1/19,NV676,2018/1/19
T0800,2,NV6713,2018/1/19,NV676,2018/1/19
T0801,2,NV6713,2018/1/19,NV676,2018/1/19
T0802,2,NV6713,2018/1/19,NV676,2018/1/19
T0803,2,NV6713,2018/1/19,NV676,2018/1/19
T0804,1,NV6713,2018/1/19,NV676,2018/1/19
T0805,2,NV303,2018/1/19,NV305,2018/1/19
T0806,2,NV303,2018/1/19,NV305,2018/1/19
T0807,1,NV303,2018/1/19,NV305,2018/1/19
T0808,1,NV303,2018/1/19,NV610,2018/1/19
T0809,2,NV303,2018/1/19,NV6574,2018/1/19
T0810,1,NV303,2018/1/19,NV6574,2018/1/19
T0811,2,NV643,2018/1/19,NV342,2018/1/19
T0812,2,NV643,2018/1/19,NV3703,2018/1/19
T0813,1,NV643,2018/1/19,NV3703,2018/1/19
T0814,2,NV643,2018/1/19,NV6722,2018/1/19
T0815,2,NV643,2018/1/19,NV3269,2018/1/19
T0816,1,NV643,2018/1/19,NV674,2018/1/19
T0817,1,NV643,2018/1/19,NV676,2018/1/19
T0818,2,NV305,2018/1/19,NV303,2018/1/19
T0819,2,NV305,2018/1/19,NV342,2018/1/19
T0820,1,NV305,2018/1/19,NV6540,2018/1/19
T0821,1,NV305,2018/1/19,NV3269,2018/1/19
T0822,1,NV305,2018/1/19,NV676,2018/1/19
T0823,1,NV6148,2018/1/19,NV640,2018/1/19
T0824,1,NV6148,2018/1/19,NV662,2018/1/19
T0825,1,NV6148,2018/1/19,NV694,2018/1/19
T0826,1,NV6148,2018/1/19,NV690,2018/1/19
T0827,2,NV6148,2018/1/19,NV6198,2018/1/19
T0828,2,NV6148,2018/1/19,NV6198,2018/1/19
T0829,2,NV6148,2018/1/19,NV6198,2018/1/19
T0830,2,NV6148,2018/1/19,NV6198,2018/1/19
T0831,2,NV6148,2018/1/19,NV6198,2018/1/19
T0832,1,NV639,2018/1/19,NV305,2018/1/19
T0833,2,NV639,2018/1/19,NV6722,2018/1/19
T0834,2,NV639,2018/1/19,NV6722,2018/1/19
T0835,1,NV639,2018/1/19,NV6722,2018/1/19
T0836,2,NV6785,2018/1/19,NV640,2018/1/19
T0837,1,NV6785,2018/1/19,NV662,2018/1/19
T0838,2,NV6785,2018/1/19,NV398,2018/1/19
T0839,2,NV6785,2018/1/19,NV398,2018/1/19
T0840,2,NV6785,2018/1/19,NV398,2018/1/19
T0841,2,NV6785,2018/1/19,NV398,2018/1/19
T0842,2,NV6785,2018/1/19,NV398,2018/1/19
T0843,1,NV6785,2018/1/19,NV398,2018/1/19
T0844,2,NV6785,2018/1/19,NV610,2018/1/19
T0845,2,NV6785,2018/1/19,NV610,2018/1/19
T0846,1,NV6785,2018/1/19,NV610,2018/1/19
T0847,2,NV6785,2018/1/19,NV694,2018/1/19
T0848,1,NV6785,2018/1/19,NV694,2018/1/19
T0849,2,NV6785,2018/1/19,NV692,2018/1/19
T0850,2,NV6785,2018/1/19,NV342,2018/1/19
T0851,2,NV6785,2018/1/19,NV342,2018/1/19
T0852,1,NV6785,2018/1/19,NV342,2018/1/19
T0853,2,NV6785,2018/1/19,NV6494,2018/1/19
T0854,2,NV6785,2018/1/19,NV6494,2018/1/19
T0855,2,NV6785,2018/1/19,NV6494,2018/1/19
T0856,2,NV6785,2018/1/19,NV6494,2018/1/19
T0857,2,NV6785,2018/1/19,NV6494,2018/1/19
T0858,1,NV6785,2018/1/19,NV6494,2018/1/19
T0859,1,NV6785,2018/1/19,NV674,2018/1/19
T0860,2,NV6785,2018/1/19,NV6198,2018/1/19
T0861,2,NV6785,2018/1/19,NV676,2018/1/19
T0862,2,NV6785,2018/1/19,NV676,2018/1/19
T0863,2,NV6785,2018/1/19,NV676,2018/1/19
T0864,2,NV6535,2018/1/19,NV640,2018/1/19
T0865,2,NV6535,2018/1/19,NV640,2018/1/19
T0866,1,NV6535,2018/1/19,NV694,2018/1/19
T0867,1,NV6535,2018/1/19,NV6510,2018/1/19
T0868,2,NV6535,2018/1/19,NV690,2018/1/19
T0869,1,NV6535,2018/1/19,NV690,2018/1/19
T0870,2,NV841,2018/1/19,NV610,2018/1/19
T0871,1,NV841,2018/1/19,NV610,2018/1/19
T0872,2,NV841,2018/1/19,NV342,2018/1/19
T0873,2,NV841,2018/1/19,NV342,2018/1/19
T0874,1,NV841,2018/1/19,NV3703,2018/1/19
T0875,1,NV841,2018/1/19,NV6540,2018/1/19
T0876,2,NV841,2018/1/19,NV6574,2018/1/19
T0877,2,NV841,2018/1/19,NV6574,2018/1/19
T0878,1,NV841,2018/1/19,NV6574,2018/1/19
T0879,1,NV841,2018/1/19,NV6574,2018/1/19
T0880,2,NV6916,2018/1/19,NV382,2018/1/19
T0881,2,NV835,2018/1/19,NV6722,2018/1/19
T0882,2,NV835,2018/1/19,NV6722,2018/1/19
T0883,2,NV835,2018/1/19,NV6722,2018/1/19
T0884,1,NV835,2018/1/19,NV6722,2018/1/19
T0885,2,NV835,2018/1/19,NV690,2018/1/19
T0886,2,NV835,2018/1/19,NV6718,2018/1/19
T0887,2,NV835,2018/1/19,NV6718,2018/1/19
T0888,2,NV835,2018/1/19,NV6718,2018/1/19
T0889,2,NV835,2018/1/19,NV6718,2018/1/19
T0890,2,NV835,2018/1/19,NV6718,2018/1/19
T0891,2,NV835,2018/1/19,NV6718,2018/1/19
T0892,1,NV835,2018/1/19,NV6574,2018/1/19
T0893,2,NV835,2018/1/19,NV3465,2018/1/19
T0894,1,NV6749,2018/1/19,NV6198,2018/1/19
T0895,1,NV6749,2018/1/19,NV6116,2018/1/19
T0896,2,NV867,2018/1/19,NV690,2018/1/19
T0897,2,NV867,2018/1/19,NV690,2018/1/19
T0898,1,NV867,2018/1/19,NV382,2018/1/19
T0899,1,NV867,2018/1/19,NV686,2018/1/19
T0900,1,NV3703,2018/1/19,NV6722,2018/1/19
T0901,2,NV3703,2018/1/19,NV674,2018/1/19
T0902,1,NV3703,2018/1/19,NV676,2018/1/19
T0903,2,NV3703,2018/1/19,NV6718,2018/1/19
T0904,1,NV3703,2018/1/19,NV383,2018/1/19
T0905,2,NV3703,2018/1/19,NV6374,2018/1/19
T0906,2,NV3703,2018/1/19,NV6742,2018/1/19
T0907,1,NV3703,2018/1/19,NV6742,2018/1/19
T0908,1,NV674,2018/1/19,NV6198,2018/1/19
T0909,1,NV674,2018/1/19,NV676,2018/1/19
T0910,2,NV674,2018/1/19,NV6170,2018/1/19
T0911,1,NV674,2018/1/19,NV6170,2018/1/19
T0912,2,NV6165,2018/1/19,NV656,2018/1/19
T0913,1,NV6165,2018/1/19,NV656,2018/1/19
T0914,1,NV3266,2018/1/19,NV6170,2018/1/19
T0915,2,NV3266,2018/1/19,NV686,2018/1/19
T0916,2,NV3266,2018/1/19,NV302,2018/1/19
T0917,1,NV3266,2018/1/19,NV302,2018/1/19
T0918,2,NV6155,2018/1/19,NV6574,2018/1/19
T0919,2,NV6155,2018/1/19,NV3465,2018/1/19
T0920,2,NV6155,2018/1/19,NV3465,2018/1/19
T0921,2,NV6155,2018/1/19,NV656,2018/1/19
T0922,2,NV6155,2018/1/19,NV656,2018/1/19
T0923,2,NV6155,2018/1/19,NV656,2018/1/19
T0924,2,NV6155,2018/1/19,NV6742,2018/1/19
T0925,1,NV6155,2018/1/19,NV6742,2018/1/19
T0926,2,NV6155,2018/1/19,NV6170,2018/1/19
T0927,1,NV6155,2018/1/19,NV3273,2018/1/19
T0928,2,NV6155,2018/1/19,NV6149,2018/1/19
T0929,2,NV6735,2018/1/19,NV6318,2018/1/19
T0930,2,NV6735,2018/1/19,NV6116,2018/1/19
T0931,2,NV6735,2018/1/19,NV6116,2018/1/19
T0932,1,NV6735,2018/1/19,NV6116,2018/1/19
T0933,2,NV6735,2018/1/19,NV656,2018/1/19
T0934,1,NV6735,2018/1/19,NV656,2018/1/19
T0935,1,NV6735,2018/1/19,NV616,2018/1/19
T0936,2,NV6735,2018/1/19,NV6556,2018/1/19
T0937,2,NV6735,2018/1/19,NV6556,2018/1/19
T0938,2,NV6735,2018/1/19,NV0746,2018/1/19
T0939,2,NV6735,2018/1/19,NV0746,2018/1/19
T0940,2,NV6735,2018/1/19,NV0746,2018/1/19
T0941,1,NV6735,2018/1/19,NV0746,2018/1/19
T0942,1,NV6735,2018/1/19,NV629,2018/1/19
T0943,2,NV6735,2018/1/19,NV6170,2018/1/19
T0944,2,NV6735,2018/1/19,NV6170,2018/1/19
T0945,1,NV6719,2018/1/19,NV6116,2018/1/19
T0946,2,NV6719,2018/1/19,NV616,2018/1/19
T0947,2,NV6719,2018/1/19,NV0746,2018/1/19
T0948,2,NV6719,2018/1/19,NV0746,2018/1/19
T0949,2,NV6719,2018/1/19,NV0746,2018/1/19
T0950,1,NV6719,2018/1/19,NV6170,2018/1/19
T0951,1,NV383,2018/1/19,NV3465,2018/1/19
T0952,2,NV383,2018/1/19,NV6374,2018/1/19
T0953,2,NV383,2018/1/19,NV6374,2018/1/19
T0954,1,NV383,2018/1/19,NV6374,2018/1/19
T0955,2,NV383,2018/1/19,NV6742,2018/1/19
T0956,2,NV383,2018/1/19,NV6742,2018/1/19
T0957,2,NV383,2018/1/19,NV6556,2018/1/19
T0958,1,NV383,2018/1/19,NV6556,2018/1/19
T0959,1,NV383,2018/1/19,NV0746,2018/1/19
T0960,2,NV383,2018/1/19,NV629,2018/1/19
T0961,2,NV383,2018/1/19,NV6170,2018/1/19
T0962,1,NV383,2018/1/19,NV6170,2018/1/19
T0963,2,NV383,2018/1/19,NV6710,2018/1/19
T0964,2,NV6153,2018/1/19,NV3465,2018/1/19
T0965,2,NV6153,2018/1/19,NV3465,2018/1/19
T0966,1,NV6153,2018/1/19,NV3465,2018/1/19
T0967,2,NV6153,2018/1/19,NV656,2018/1/19
